filename,spectral_bandwidth,spectral_contrast,bpm,wav_entropy,wav_std_dev,weighted_cosine_similarity
"【めぐ】Flyer! - 1.【オリジナルMV】「Flyer! 」歌ってみたver.めぐ - ニコニコ動画(Av767684721,P1).mp3",2528.2726886988908,23.046383864806234,95.703125,20.109581,17.493908,0.16274671198281762
"索姆尼娅酱 - にどねどりーむ！ - 1.そむにあちゃん - にどねどりーむ！(Av340371032,P1).mp3",2501.901183894061,23.608909135837784,89.10290948275862,19.799145,16.05169,0.16262616499772684
"「吉他与孤独与蓝色星球」第五集live部分插曲—結束バンド【孤独摇滚】 - 1.ギターと孤独と蒼い惑星(Av562317092,P1).mp3",2265.5626165488293,22.41718274366003,95.703125,20.203377,16.215801,0.16199695959607963
"【初音ミク ＆ 可不】成为空【MIMI】 - 1.P1(Av295707376,P1).mp3",2305.959582555063,23.927879611872047,83.35433467741936,19.670744,13.351496,0.16037146021355306
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 1.小熊（Song by Koresawa）索尔缇娜（南条爱乃）(Av300361986,P1).mp3",2162.5202850390883,23.81723992118689,151.99908088235293,20.581059,13.093676,0.15805282286976793
マシュマリー (feat. 花里みのり & 桃井愛莉 & 初音ミク).flac,2508.2629833798933,24.61848863024811,123.046875,20.143953,13.703001,0.1555266680441655
"今夜はブギー・バック - 小沢健二 featuring スチャダラパー｜covered by som - 1.今夜はブギー・バック - 小沢健二 featuring スチャダラパー｜co(Av637141452,P1).mp3",2110.5695633602063,22.72766421091717,92.28515625,20.890997,13.955745,0.1554366091574677
"ステラの座 _ 雄之助 feat. 星界 - 1.ステラの座(Av980684562,P1).mp3",2361.715705277384,23.25483521569073,99.38401442307692,20.105976,14.719416,0.15415001207540813
"【翻唱】可爱的女朋友 ／ syudou【Kotone(天神子兔音)cover】 - 1.【翻唱】可爱的女朋友 ／ syudou【Kotone(天神子兔音)cover(Av760822497,P1).mp3",2567.5550719884386,23.67672337078172,161.4990234375,19.413927,16.225584,0.1536236852589758
"一如既往的场所 「いつもこの場所で」  AMV - 1.1(Av9676829,P1).mp3",2527.6594096143026,23.165098908162864,89.10290948275862,20.682253,16.29602,0.15231501650479015
"【异世界情绪】日文翻唱《鳥の詩_鸟之诗》 - 1.【情】鸟之诗(Av332262023,P1).mp3",2382.121378695294,23.44903605753198,123.046875,20.987558,14.814895,0.1520885508041099
"女の子になりたい _  まふまふ - 1.onnanokoninaritai(Av73334896,P1).mp3",2398.6515229794927,22.92074326898577,143.5546875,20.282202,15.944994,0.15188463639580047
"不断被替换的渺小存在【ゆえぽる】 - 1.1(Av621161,P1).mp3",2359.3939876538416,23.40963838446947,117.45383522727272,20.370483,14.221934,0.15017348934504224
"【Mili】Ga1ahad and Scientific Witchery （加拉哈德1号与科学性巫 - 1.1(Av3838286,P1).mp3",2307.06197356682,23.529638376075685,83.35433467741936,20.177778,13.272704,0.14978126978635328
"「不埒な喝采」  covered by 跳亜【cc字幕】 - 1.【歌ってみた】「不埒な喝采」  covered by 跳亜(Av810542096,P1).mp3",2520.8249435383086,23.602642428630443,161.4990234375,19.668413,15.503448,0.14918078551815422
"【谢拉×Mana】magnet【贴贴】 - 1.【シエラ×マナ】magnet【歌ってみた】(Av70374361,P1).mp3",2457.03088620644,22.7794694766296,107.666015625,20.290829,16.057297,0.14905035913726086
"【理芽】 #08「食虫植物」 （Official Music Video） - 1.rim_syokuchu_1230_1(Av81877256,P1).mp3",2064.987695859332,22.92276004144085,123.046875,19.822823,12.490356,0.14842158758672994
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 39.Dokie Doggy Night（Song by alfakyun） 墨(Av300361986,P39).mp3",2464.8323153315705,23.45860227318486,123.046875,20.048449,14.758788,0.14799329913044895
"【歌ってみた】エンドロール covered by ヰ世界情緒 - 1.ヰ世界情緒_エンドロール(Av711943915,P1).mp3",2384.071048865094,22.28876140912842,151.99908088235293,20.481644,16.813213,0.14767111000232513
"【官方】King Gnu - 《白日》MV（日剧《冤罪律师》主题曲） - 1.KG_HAKUJITSU_H264_0210final(Av465676178,P1).mp3",2237.428200406771,22.10518260791232,92.28515625,20.515816,15.38418,0.1475946789800916
"【東方神霊廟】～ 聖徳伝説 ～ True Administrator ～ 原曲【高音質】 - 1.1(Av264927,P1).mp3",2385.203643381911,22.71570228093917,107.666015625,20.857033,15.627164,0.14756029670690696
"醒餞の鳥(Seisen no Tori) - Feryquitous feat. Risa Yuzu - 1.seisennotori_youtube(Av205840666,P1).mp3",2632.8776069762894,23.5769073541678,89.10290948275862,20.314625,15.651826,0.14652114261255
"【官方】King Gnu - 《三文小说》MV（日剧《35岁的少女》主题曲） - 1.KG_SS_H264_4K_1102(Av508903187,P1).mp3",2054.806352707028,22.91341460171138,89.10290948275862,20.54977,12.122523,0.1450333153684334
"【异世界情绪】#24 《霞がついてくる_雾霭相随》原创歌曲MV - 1.211207_zhang(Av549651069,P1).mp3",2345.2041205672904,22.71688955897683,129.19921875,20.159336,14.987041,0.14479384917510213
"【flower】猛毒【かいりきベア】 - 1.ベノム _ flower - niconico動畫(Av28356844,P1).mp3",2275.4568619995853,22.239739274536483,151.99908088235293,20.049555,15.64786,0.1447362388676376
かねこちはる - TEmPTaTiON.mp3,2486.942476342086,22.869240790972945,161.4990234375,19.55218,16.050844,0.14368362164037377
"【异世界情绪】#05 《ハイドレンジア_绣球花》原创歌曲MV - 1.【情】绣球花(Av243752757,P1).mp3",2306.138488810184,22.76435119401981,135.99917763157896,20.387777,14.58573,0.143306211099586
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 33.红洋装（Song by 叶月由罗）艾薇（古贺葵）(Av300361986,P33).mp3",2661.871287433829,23.04752745015724,123.046875,20.367981,16.679861,0.14286287502635844
"『中日歌詞付き』 譚雅戦記ED1 FULL - Los! Los! Los! - 悠木碧 - 1.『Lyrics Video - 中日歌詞付き』 幼女戦記 Youjo Sen(Av9081138,P1).mp3",2267.301299920541,21.387004958218316,117.45383522727272,20.135862,16.63086,0.1425777546560396
"【ナースロボ＿タイプＴ Sugar】あなたクランケン【UTAU音源配布】 - 1.2(Av291477249,P1).mp3",2331.244180042684,22.623839555413745,135.99917763157896,20.12981,14.852581,0.1419134924341568
"【花谱】「不埒な喝采_不羁的喝彩」原创歌曲 - 1.不羁的喝彩(Av504244351,P1).mp3",2128.888287915242,22.01133174161551,161.4990234375,19.720455,14.755088,0.1410060662665818
"【Full MV】逆行して逃避行 - BlackY feat. Risa Yuzuki - 1.【Full MV】逆行して逃避行 _ Risa Yuzuki(Av501639085,P1).mp3",2525.6234270884106,23.33204095859844,135.99917763157896,20.759924,15.050041,0.14084121540460443
"【异世界情绪】日文翻唱《深海少女》 - 1.深海少女_zhang(Av468927902,P1).mp3",2404.4184428522294,22.585930189630783,135.99917763157896,20.211504,15.306683,0.13982883797789583
星野-Say so.mp3,2375.5007433037003,23.43000277170034,112.34714673913044,20.302097,13.065678,0.13791930139372166
"少女レイ- みきとP covered by 明透【cc字幕】 - 1.少女レイ- みきとP covered by 明透(Av514461244,P1).mp3",2355.9884594268783,22.756920694097303,151.99908088235293,20.582886,14.70722,0.1377388340577483
ももいろの鍵 (feat. 花里みのり & 桐谷遥 & 桃井愛莉 & 日野森雫 & 巡音ルカ).flac,2395.6056500020145,21.873977007748845,83.35433467741936,20.056538,16.047735,0.13766279843729473
"【来自深渊】Hanezeve Caradhina 日曲完整版 - 1.1(Av16693457,P1).mp3",2237.375858935525,23.74379218481053,161.4990234375,20.060425,11.937966,0.13750227393074715
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 8.困惑星旅行（Song by 芹泽优）妮娜（芹泽优）(Av300361986,P8).mp3",2410.8192810201585,24.14407521254188,143.5546875,19.983212,12.147657,0.13740594762355324
リンリン♪がぁらふぁらんど - 桃寝ちのい × 日あさ寝 （cover）.flac,2797.150703471409,23.23203854487705,86.1328125,20.148285,16.483189,0.13674897486341414
"【异世界情绪】日文翻唱《あだぽしゃ_尸蜡》 - 1.ヰ世界情緒_あだぽしゃ_zhang(Av766467956,P1).mp3",2366.6560312370293,22.734650141778985,107.666015625,20.17882,13.96313,0.13460274903030067
"【异世界情绪】日文翻唱《真生活》 - 1.ヰ世界情緒_真生活_zhang(Av638020168,P1).mp3",2340.079732616065,23.62295957458514,129.19921875,20.41651,12.265381,0.13442010417601732
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 2.Ⅶ. THE RUST（Song by 茅原实里）A.A.（茅原实里）(Av300361986,P2).mp3",2414.926485108368,24.21505630674628,103.359375,20.286165,11.355388,0.1333352769246699
"【れい】吐出 - 1.はきだすを歌いました - ニコニコ動画(Av16454782,P1).mp3",2503.7781118201847,22.347535492819524,112.34714673913044,19.753008,15.523601,0.13271581540428604
"【Mili】Vitamins--  Mili feat World s end girlfriend - 1.Vitamins--Mili feat World s end girlfr(Av38560371,P1).mp3",2409.0315087577437,23.35159599690609,95.703125,20.634666,12.840541,0.13137244579250537
"【somunia熟肉】食虫植物 - 理芽  somunia - 1.【 cover 】食虫植物 - 理芽 _x264(Av928162828,P1).mp3",2494.361748035778,23.31775517855203,123.046875,19.716301,13.33468,0.1297707155768257
"【萌系音乐】未完成ロマンチック - ミツキヨ (Feat.ことのは) - 1.01. 未完成ロマンチック(Feat.ことのは)(Av76914322,P1).mp3",2478.780233447478,21.97444308635323,123.046875,20.427517,15.87821,0.12906391747767848
"「Future Funk」tomatoism - Ｓｏｍｅｏｎｅ Ｓｐｅｃｉａｌ - 1.「Future Funk」tomatoism - Ｓｏｍｅｏｎｅ Ｓｐｅｃｉ(Av378294129,P1).mp3",2113.7243714175866,22.19158037396014,143.5546875,20.176012,12.9693575,0.1279865979174781
"マオ ／森中花咲(cover) - 1.マオ ／森中花咲(cover)(Av205002067,P1).mp3",2654.32381019636,22.80445942719559,151.99908088235293,20.19473,15.589237,0.12782788458972516
"【中文字幕】somunia - Emerge - 1.somunia - Emerge_x264(Av382679438,P1).mp3",2145.2958962570888,23.60901476855647,143.5546875,20.305698,10.398387,0.12693349621370806
"【翻唱】ヴァンパイア_vampire【白雪艾莉娅】 - 1.ヴァンパイア　完成(Av502558563,P1).mp3",2553.1486348219355,22.28393951028677,161.4990234375,19.875065,15.808834,0.1263606121196698
[アナザーVER] ひつじがいっぴき (Hitsuji ga Ippiki) ⧸ 小豆沢こはね (Vivid BAD SQUAD) 歌詞 Lyrics プロセカ.flac,2460.9293088167,22.17648835729817,135.99917763157896,19.369032,14.995992,0.12577121676847666
"【ナースロボ＿タイプＴ】Penguin's Detour【UTAUcover】 - 1.1(Av248375142,P1).mp3",2234.926831365253,21.72836491992533,123.046875,20.173372,14.251002,0.12560314949766005
"携帯恋話／rie - 1.AAAAA(Av841455089,P1).mp3",2518.2728407205777,23.53734132298901,151.99908088235293,20.403818,13.010188,0.12550785154809468
"【歌ってみた】メテオ covered by ヰ世界情緒 - 1.ヰ世界情緒_メテオ(Av926201717,P1).mp3",2582.2292239344165,23.8945730062776,143.5546875,21.45007,12.955002,0.1253407843729471
"【官方MV_中日特效字幕】那个乐队「あのバンド」_ 孤独摇滚第八话插曲 - 1.【官方MV_中日特效字幕】那个乐队「あのバンド」_ 孤独摇滚第八话插曲(Av690575311,P1).mp3",2481.3424874221573,21.84193075259985,95.703125,20.118334,15.408364,0.12378412883418557
"【中日字幕】INTERNET OVERDOSE _ covered by 藍月なくる - 1.INTERNET OVERDOSE _ covered by 藍月なくる_A(Av254097540,P1).mp3",2672.151127701383,22.65644617427599,161.4990234375,20.18478,15.568878,0.12327077835089989
"【翻唱】ド屑 _ 大人渣 - なきそ _ 町田千麻 (Cover) - 1.ド屑 - なきそ _ 町田ちま(Cover)(Av300846932,P1).mp3",2340.231856509524,21.891392584229944,117.45383522727272,19.304056,14.247328,0.1226267967790515
"【异世界情绪】日文翻唱《猫の食卓_猫的餐桌》 - 1.ヰ世界情緒_猫の食卓_最终(Av847496015,P1).mp3",2456.661068155403,22.501872211573858,107.666015625,20.557335,13.924227,0.12217607697476762
【异世界情绪】日文翻唱《アンノウン・マザーグース_不为人知的鹅妈妈童谣》.mp3,2628.8635400163894,23.09045318730308,112.34714673913044,20.564466,13.9526005,0.12199265075188058
"勺翻唱了死神 - 1.死神 _ 勺(Av889860452,P1).mp3",2400.6592219081263,22.88959537954242,117.45383522727272,19.907305,12.695134,0.12189936974450963
"天 使 - 1.天使(Av376459307,P1).mp3",2567.4802562844325,22.424221855176885,123.046875,19.035282,14.650862,0.12097855880651534
"【BGA】 彁 - LeaF - 1.彁(Av247469165,P1).mp3",2605.7297630847274,22.99041256181605,107.666015625,19.538177,13.722657,0.12096971372022039
"「绝不会忘记」结束乐队／ TVアニメ「孤独摇滚」第12話劇中曲 - 1.【中日歌词_官方MV】「绝不会忘记」结束乐队／ TVアニメ「孤独摇滚」第12(Av521724987,P1).mp3",2530.68372388128,21.76959296265998,92.28515625,20.148403,15.586538,0.12084773258071843
"エヌ - ちのい （cover） - 1.エヌ - ちのい （cover）(Av694615330,P1).mp3",2932.389514882825,23.356461197970457,66.25600961538461,20.258081,15.152718,0.1198118084016527
"[Afflict] Determination feat.棗いつき - Laur - 1.Laur - Determination feat.棗いつき(Av718955077,P1).mp3",2633.568317614582,22.00969923270636,161.4990234375,20.417763,16.166468,0.11944237650387793
"【翻唱】精神电锯 ／ かいりきベア【Kotone(天神子兔音)cover】 - 1.【翻唱】精神电锯 ／ かいりきベア【Kotone(天神子兔音)cover】(Av545527667,P1).mp3",2539.7906039683994,21.735966591973305,184.5703125,19.84517,16.28179,0.11893155910113101
"【歌ってみた】白昼夢 covered by ヰ世界情緒 - 1.ヰ世界情緒_白昼夢(Av926693430,P1).mp3",2476.031964641573,21.768673355825324,86.1328125,20.463432,15.014877,0.1183614686159724
"きゅうくらりん - ちのい （cover） - 1.きゅうくらりん - ちのい （cover）(Av736918126,P1).mp3",2493.059134333098,22.119835457593656,112.34714673913044,20.15917,14.429519,0.11805844102033845
"【MV】Löschen (Long ver.) - BlackY feat. Risa Yuzuki - 1.[Risa Yuzuki] Loschen_FIX(Av722907250,P1).mp3",2697.255693045636,22.564176864254694,123.046875,20.310246,14.931627,0.1175577417211591
"【BOFU2017】 Lyrith -迷宮Lilith- 【FRENZ2017】 - 1.1(Av15249569,P1).mp3",2573.069170537472,22.13729242945978,89.10290948275862,19.621382,14.718673,0.11726975508776466
アニマルらんど.mp3,2585.2455251991546,22.605445319048872,151.99908088235293,20.227768,14.298666,0.11714894869204136
"【异世界情绪】#07 《とめどなき白情_无法停止的白情》原创歌曲MV - 1.（中字）とめどなき白情(Av584957022,P1).mp3",2474.349941952906,21.989662539949176,86.1328125,20.570967,14.459753,0.11701038255462587
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 10.篝火（Song by konoco）琳恩（村上奈津实）(Av300361986,P10).mp3",2623.5690582367,23.55123351671353,103.359375,20.76521,12.453123,0.1167613767620597
"【异世界情绪】#03 《物語りのワルツ_叙述者的华尔兹》原创歌曲MV - 1.【情】叙述者的华尔兹(Av91058373,P1).mp3",2433.373213611406,22.4558100032024,112.34714673913044,20.383654,13.278822,0.11658704048057517
果てのない旅.flac,2555.54803484182,22.13728291286176,117.45383522727272,19.800268,14.598496,0.11624013812091784
"自制中文字幕【初音ミク】重新分娩【MARETU】 - 1.1(Av13814000,P1).mp3",2629.991090448109,21.83504665246099,129.19921875,20.338997,15.766761,0.11585363266892891
"OTOMEROID - ちのい （cover） - 1.OTOMEROID - ちのい （cover）(Av352049886,P1).mp3",2479.98720176176,22.388546636237013,129.19921875,19.085733,13.631176,0.1157307883516459
"[まどそふと] 【ハミダシクリエイティブ凸 あすみED】トキラキメキ【公式・FULL】 ボーカル：ヒ - 1.【ハミダシクリエイティブ凸 あすみED】トキラキメキ【公式・FULL】 ボー(Av692661650,P1).mp3",2684.675041414058,22.597416151713645,135.99917763157896,20.29789,14.565191,0.11496372764848094
"命运 _ 春卷饭×煮儿果实 feat.初音未来＆v flower - 1.運命MV202108273mix02master01(Av805237466,P1).mp3",2504.98703254367,21.57637102031164,89.10290948275862,20.163242,15.177249,0.11493988349105375
"【翻唱】Phony - ツミキ _ 町田千麻(Cover) - 1.phony(Av419711743,P1).mp3",2590.160574066714,22.439957970036787,172.265625,19.950302,14.529998,0.11433695061965207
"きゅうくらりん (cover) _ 鎖那 - 1.きゅうくらりん (cover) _ 鎖那(Av772160575,P1).mp3",2533.8231823486144,21.57093011587014,112.34714673913044,20.144716,15.31147,0.11372626076676208
"【异世界情绪】日文翻唱《第三の心臓_第三心脏》 - 1.ヰ世界情緒_第三の心臓_zhang(Av505646910,P1).mp3",2498.198583767381,22.191086728667862,112.34714673913044,20.175737,13.838863,0.11333754159111585
"【异世界情绪】日文翻唱《アイデンティティ_Identity》 - 1.ヰ世界情緒_アイデンティティ_zhang(Av640211866,P1).mp3",2579.7948560170853,22.60600053530533,129.19921875,19.784908,13.491812,0.11234469091871518
"キッカイケッタイ - ちのい （cover） - 1.キッカイケッタイ - ちのい （cover）(Av482131061,P1).mp3",2913.810704328313,21.7939214739356,107.666015625,19.033646,16.984388,0.11145719806511933
"【异世界情绪】#28 《パンドラコール_PANDORA CALL》原创歌曲MV - 1.【异世界情绪】#28 《パンドラコール_PANDORA CALL》原创歌曲M(Av772179521,P1).mp3",2621.035255220956,22.020315430150973,129.19921875,20.240194,14.806153,0.11117666113754614
"1.【ゆいこんぬ】地球最后的告白(Av515192,P1).mp3",2708.088335455534,22.45495701289754,95.703125,20.482952,14.320772,0.11045580394326271
"【ななひら】INTERNET OVERDOSE - 1.【ななひら】INTERNET OVERDOSE(Av893089617,P1).mp3",2910.420753487176,22.84730854563922,161.4990234375,20.188887,15.095695,0.11040211684593364
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 41.热情的埃达（Song by Mewhan）索尼娅（五十岚裕美）(Av300361986,P41).mp3",2688.740028365672,22.48632532340963,129.19921875,20.201708,14.055734,0.10900067889620481
"【异世界情绪】日文翻唱《ADAM》 - 1.【情绪】ADAM(Av375730284,P1).mp3",2521.73554559596,21.4245483916162,117.45383522727272,20.018532,15.012813,0.10880015503038112
"【异世界情绪】日文翻唱《V〈Re-birth version〉》 - 1.ヰ世界情緒_V（中文字幕）(Av969959488,P1).mp3",2483.7604723861505,22.8448466744167,99.38401442307692,20.450075,11.991571,0.10855175525706326
"▶︎少女レイ (cover) _兔子[めありー] - 1.少女レイ20180727youtubemst(Av32538951,P1).mp3",2625.558583526574,22.43048159174306,151.99908088235293,20.578112,13.944222,0.10837131470450316
Elemental Creation (kamome sano Remix) - kamome sano.wav,2481.8043441522427,22.30051174916924,129.19921875,19.169014,13.001001,0.10781177856090071
"【瓦利斯】原创歌曲 #016《革命バーチャルリアリティ（覚醒 ver.）_革命虚拟现实（觉醒 ver - 1.0222_VALIS_MV_online_zhang(Av211799193,P1).mp3",2794.1323591547866,22.042867094817044,95.703125,20.147755,15.178171,0.10684195534327318
クモヒトデのうまる砂の上で - 桃寝ちのい × 桜苺ちる （cover）.flac,2774.077147032426,22.197493690770404,143.5546875,19.712158,14.916785,0.10675961024331934
ひつじがいっぴき  ⧸ Vivid BAD SQUAD × MEIKO.flac,2372.4964595412453,21.653529623323426,135.99917763157896,19.92971,13.582865,0.10669487243578624
"【櫻花アリス】 透明哀歌 【こぬこ／Cover】 - 1.1(Av1586207,P1).mp3",2558.3200378053,22.0655817683294,112.34714673913044,20.212002,13.653698,0.1057203402504162
"【音街ウナ】初恋日記【香椎モイミ】 - 1.【音街ウナ】初恋日記【香椎モイミ】(Av558130680,P1).mp3",2736.96679183226,22.62181067131829,143.5546875,20.009407,13.724872,0.10538533455290199
"【翻唱】ヨワネハキ feat. 和ぬか, asmi - MAISONdes (Cover) _ KM - 1.ヨワネハキ feat. 和ぬか, asmi - MAISONdes (Cov(Av854121796,P1).mp3",2798.353357806413,23.073450307389127,107.666015625,19.77869,13.0069065,0.10529353432214258
"『音击』ONGEKI Sound Collection 06「Transcend Lights」／赤 - 1.01.Transcend Lights(Av379997392,P1).mp3",2818.2254224818903,22.23857880534332,103.359375,20.528399,14.801751,0.10521546111698013
"【异世界情绪】日文翻唱《初恋日記》 - 1.【异世界情绪】日文翻唱《初恋日記》(Av690615688,P1).mp3",2763.818943472598,22.66627466921117,143.5546875,20.054474,13.756796,0.10505566241901462
"【Giga · q_Left】G4L (完整版)【YouTube Music ver.】 - 1.G4L(Av673284810,P1).mp3",2569.003466649928,21.81795333157067,143.5546875,19.887117,14.257521,0.10484767449894977
"【异世界情绪】#06 《いろはに咲きて_盛开于伊吕波》原创歌曲MV - 1.【情】盛开于伊吕波(Av839098911,P1).mp3",2513.401074003484,21.9424612439846,143.5546875,20.308687,13.709403,0.10450505359783127
"【歌ってみた】MACARON covered by ヰ世界情緒 - 1.ヰ世界情緒_Macaron(Av82653007,P1).mp3",2593.133981044821,21.724555331413804,143.5546875,20.126282,14.559101,0.10448612232368426
"【官方】King Gnu - 《飞行艇》MV - 1.HIKOUTEI_MASTER_0809fin(Av978670080,P1).mp3",2517.8940151079,21.2524662552003,80.74951171875,20.423603,14.826579,0.10424549570517046
"ちゅ、多様性。 - ちのい （cover） - 1.ちゅ、多様性。 - ちのい （cover）(Av652264749,P1).mp3",2988.824481948135,22.68150561435331,151.99908088235293,19.932753,14.929951,0.10399241479756913
"ごめんね ごめんね／森中花咲(cover) - 1.ごめんね ごめんね／森中花咲(cover)(Av201743511,P1).mp3",2740.3970318450897,22.57069943568976,112.34714673913044,20.561293,13.493182,0.10322848518399172
"「若能化作星座」结束乐队／ tvアニメ「孤独摇滚」第12話劇中曲 - 1.【中日歌词_官方MV】「若能化作星座」结束乐队／ tvアニメ「孤独摇滚」第1(Av221640134,P1).mp3",2696.765137994051,22.083343515834738,123.046875,20.388405,14.199467,0.10313709506136753
"【异世界情绪】日文翻唱《熱異常_热异常》 - 1.【异世界情绪】日文翻唱《熱異常_热异常》(Av908754224,P1).mp3",2488.4756349473537,21.77626881386565,92.28515625,20.404291,13.488453,0.10282510214841532
"【歌ってみた】あなぐらぐらし covered by ヰ世界情緒 - 1.ヰ世界情緒_あなぐらぐらし(Av884526676,P1).mp3",2441.580844384406,22.82382631099552,129.19921875,20.961428,11.451294,0.10279186786029237
"かめりあ feat. ななひら - ƒiиorzᾶ - 1.かめりあ feat. ななひら - ƒiиorzᾶ_3(Av592433402,P1).mp3",2760.2138739405223,21.544494505413457,112.34714673913044,20.562004,15.526355,0.10253451791679874
"【异世界情绪】日文翻唱《夜顔の告白_夜颜的告白》 - 1.ヰ世界情緒_夜顔の告白（中文字幕）(Av542494035,P1).mp3",2793.4983222009846,21.7601518881352,103.359375,20.203346,15.157962,0.10197211444767917
"【cc字幕】透明な呼吸  somunia × ヰ世界情緒 - 1.透明な呼吸  somunia × ヰ世界情緒(Av287181202,P1).mp3",2641.47407393113,22.793862757996344,161.4990234375,19.996803,12.542286,0.10145671722123951
"【异世界情绪】#13 「深渊 feat.花谱」原创歌曲MV - 1.【情绪】深渊(Av376208729,P1).mp3",2541.961519820982,21.713869840530474,151.99908088235293,20.134117,14.005399,0.10120530278650403
【歌ってみた】少女レイ ⧸ covered by ヰ世界情緒.wav,2652.268940832351,22.26141123511363,151.99908088235293,20.583273,13.592694,0.10119541420085892
"稲葉曇『ロストアンブレラ』Vo. 歌愛ユキ _ 稻叶昙- Lost Umbrella (Vo. 歌爱 - 1.P1(Av20410843,P1).mp3",2549.824899434027,21.54897385182914,135.99917763157896,20.058702,14.205545,0.10089861722735624
